"Avibase.ID","spname","Species","gbif_dwnld_date","gbif_TaxonKey","maxrecords_in_gbif","maxrecords_PRESENT_only","comments","gbif_dwnld_type","cleaned_records","maxTtol_K0.1","minTtol_K0.1","maxTtol_celcius","minTtol_celcius"
"AVIBASE-A2BB98A9","Acanthis flammea","Acanthis flammea","9/25/2022",5231630,2415126,2408835," https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231630&occurrence_status=present","manual",976678,3089.6,2347.4,35.81,-38.41
"AVIBASE-EB98812F","Accipiter cooperii","Accipiter cooperii","9/25/2022",2480621,2833604,2831802,"https://www.gbif.org/occurrence/download/0023184-220831081235567","manual",1384624,3182.8,2488,45.1300000000001,-24.35
"AVIBASE-420850D6","Accipiter gentilis","Accipiter gentilis","9/25/2022",2480589,748049,744860,"https://www.gbif.org/occurrence/download/0023187-220831081235567","manual",144349,3177.2,2389.2,44.57,-34.23
"AVIBASE-3B024163","Accipiter striatus","Accipiter striatus","9/25/2022",9740253,1402617,1400201,"https://www.gbif.org/occurrence/download/0023189-220831081235567","manual",740425,3180.6,2403.6,44.91,-32.79
"AVIBASE-B675E006","Acrocephalus palustris","Acrocephalus palustris","9/25/2022",2493136,441652,438794,"https://www.gbif.org/occurrence/download/0023192-220831081235567","manual",158311,3196.6,2536.6,46.51,-19.49
"AVIBASE-0D88C072","Actitis macularius","Actitis macularius","9/25/2022",2481798,2409918,2409175,"https://www.gbif.org/occurrence/download/0023194-220831081235567","manual",731685,3182.6,2391.4,45.11,-34.01
"AVIBASE-D05FFEF7","Aechmophorus clarkii","Aechmophorus clarkii","9/25/2022",2482032,220778,220768,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482032&occurrence_status=present","manual",197377,3166.6,2530.2,43.51,-20.13
"AVIBASE-C6E1197B","Aechmophorus occidentalis","Aechmophorus occidentalis","9/25/2022",2482033,755408,755382,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482033&occurrence_status=present","manual",606442,3179.6,2490.4,44.81,-24.11
"AVIBASE-B401C2DD","Aeronautes saxatalis","Aeronautes saxatalis","9/25/2022",2477108,300833,300814,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2477108&occurrence_status=present","manual",47284,3179.2,2510.4,44.77,-22.11
"AVIBASE-C86D078E","Agelaius phoeniceus","Agelaius phoeniceus","9/25/2022",9409198,13256991,13256690,"https://www.gbif.org/occurrence/download/0023209-220831081235567","manual",1350521,3178.4,2428.8,44.6900000000001,-30.27
"AVIBASE-80285D5C","Agelaius tricolor","Agelaius tricolor","9/24/2022",2484445,66231,66227,NA,"code",60098,3163.6,2635,43.21,-9.64999999999998
"AVIBASE-7784B060","Aimophila ruficeps","Aimophila ruficeps","9/25/2022",2491961,189954,189931,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2491961&occurrence_status=present","manual",184723,3154.2,2575.8,42.27,-15.5699999999999
"AVIBASE-27B2749A","Aix sponsa","Aix sponsa","9/25/2022",2498387,3271036,3268356,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498387&occurrence_status=present","manual",1814522,3181.8,2481.6,45.03,-24.99
"AVIBASE-64F4DD81","Alca torda","Alca torda","9/25/2022",8277073,441713,437693,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=8277073&occurrence_status=present","manual",64933,3064.8,2456,33.33,-27.55
"AVIBASE-87CBEBF7","Alectoris chukar","Alectoris chukar","9/24/2022",2474029,91256,87213,NA,"code",76665,3181,2363.8,44.95,-36.77
"AVIBASE-CDA2F827","Ammodramus henslowii","Ammodramus henslowii","9/24/2022",2491119,1695,1693,NA,"code",1080,3074.6,2563.2,34.31,-16.83
"AVIBASE-5BFFE091","Ammodramus savannarum","Ammodramus savannarum","9/25/2022",2491123,345077,345015,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2491123&occurrence_status=present","manual",230559,3169.6,2529,43.81,-20.25
"AVIBASE-B656B15D","Ammospiza leconteii","Ammospiza leconteii","9/24/2022",2491081,61708,61708,NA,"code",55263,3160.6,2440.2,42.91,-29.13
"AVIBASE-0F81304F","Ammospiza maritima","Ammospiza maritima","9/24/2022",2491116,90177,90172,NA,"code",59944,3073,2624.6,34.15,-10.69
"AVIBASE-727D994F","Ammospiza nelsoni","Ammospiza nelsoni","9/24/2022",10999791,72738,72729,NA,"code",48316,3135.8,2429.2,40.4300000000001,-30.23
"AVIBASE-A0F29F1E","Amphispiza bilineata","Amphispiza bilineata","9/25/2022",2491757,304087,303937,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2491757&occurrence_status=present","manual",169369,3183,2537.6,45.15,-19.39
"AVIBASE-56CCA717","Anas acuta","Anas acuta","9/25/2022",2498112,2418018,2415106,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498112&occurrence_status=present","manual",969329,3193,2355.2,46.15,-37.63
"AVIBASE-BC6C3CCE","Anas crecca","Anas crecca","9/25/2022",8214667,4900429,4895619,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=8214667&occurrence_status=present","manual",1985527,3199,2342,46.75,-38.95
"AVIBASE-697B933E","Anas fulvigula","Anas fulvigula","9/25/2022",2498080,410842,410842,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498080&occurrence_status=present","manual",275686,3106,2581.8,37.45,-14.97
"AVIBASE-85625D75","Anas platyrhynchos","Anas platyrhynchos","9/25/2022",9761484,18438327,18423910,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9761484&occurrence_status=present","manual",8792688,3198.4,2333.8,46.6900000000001,-39.77
"AVIBASE-C732CB10","Anas rubripes","Anas rubripes","9/25/2022",9581438,1894630,1894589,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9581438&occurrence_status=present","manual",399490,3084.6,2417.2,35.31,-31.43
"AVIBASE-FBDAE86A","Anhinga anhinga","Anhinga anhinga","9/25/2022",2482082,955040,954983,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482082&occurrence_status=present","manual",387936,3154,2602.8,42.25,-12.8699999999999
"AVIBASE-466E9077","Anser albifrons","Anser albifrons","9/25/2022",2498017,1101338,1098561,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498017&occurrence_status=present","manual",220459,3189.8,2362.4,45.83,-36.91
"AVIBASE-14873249","Anthus pratensis","Anthus pratensis","9/25/2022",2490266,2055392,2048612,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490266&occurrence_status=present","manual",868347,3197,2459.8,46.55,-27.17
"AVIBASE-BF380B5D","Anthus spragueii","Anthus spragueii","9/24/2022",2490268,28901,28895,NA,"code",26866,3169.6,2500.8,43.81,-23.07
"AVIBASE-365F5E97","Anthus trivialis","Anthus trivialis","9/25/2022",2490246,1114402,1112141,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490246&occurrence_status=present","manual",411085,3197,2323.4,46.55,-40.81
"AVIBASE-E196D6F9","Antigone canadensis","Antigone canadensis","9/25/2022",9036008,1481312,1481256,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9036008&occurrence_status=present","manual",653638,3166.6,2344.4,43.51,-38.71
"AVIBASE-8D3E8871","Antrostomus carolinensis","Antrostomus carolinensis","9/24/2022",6101173,98951,98935,NA,"code",87590,3105,2595.4,37.35,-13.61
"AVIBASE-1A09655B","Antrostomus vociferus","Antrostomus vociferus","9/25/2022",6101178,116059,116052,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6101178&occurrence_status=present","manual",98408,3101,2501.6,36.95,-22.99
"AVIBASE-151C2B3F","Aphelocoma californica","Aphelocoma californica","9/25/2022",2482414,1905185,1905129,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482414&occurrence_status=present","manual",855477,3154.4,2583.4,42.29,-14.8099999999999
"AVIBASE-EC9E9745","Aphelocoma californica / woodhouseii","Aphelocoma woodhouseii","9/25/2022",5844900,395881,395820,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5844900&occurrence_status=present","manual",252930,3174.6,2516.2,44.31,-21.53
"AVIBASE-D78D24B9","Aphelocoma coerulescens","Aphelocoma coerulescens","9/24/2022",2482400,35124,35118,NA,"code",31508,3058.8,2698,32.73,-3.34999999999997
"AVIBASE-56B8CE7A","Aphelocoma wollweberi","Aphelocoma wollweberi","9/25/2022",9441907,156649,156647,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9441907&occurrence_status=present","manual",154822,3116.4,2637,38.49,-9.44999999999999
"AVIBASE-5F8E7CA8","Aquila chrysaetos","Aquila chrysaetos","9/25/2022",2480506,553352,546789,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480506&occurrence_status=present","manual",282351,3190,2341.4,45.85,-39.01
"AVIBASE-4BB4F257","Archilochus alexandri","Archilochus alexandri","9/25/2022",5228513,675671,675636,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5228513&occurrence_status=present","manual",408508,3171.2,2514.2,43.97,-21.73
"AVIBASE-DEC3D8D0","Archilochus colubris","Archilochus colubris","9/25/2022",5228514,2910944,2910886,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5228514&occurrence_status=present","manual",1400744,3146.8,2482.6,41.53,-24.89
"AVIBASE-49D9148A","Ardea alba","Ardea alba","9/25/2022",9752617,7733878,7726754,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9752617&occurrence_status=present","manual",3410038,3199,2429,46.75,-30.25
"AVIBASE-93694BB5","Ardea herodias","Ardea herodias","9/25/2022",9630752,9144347,9143709,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9630752&occurrence_status=present","manual",4066692,3180.6,2447.8,44.91,-28.3699999999999
"AVIBASE-EF18C1EC","Arremonops rufivirgatus","Arremonops rufivirgatus","9/25/2022",2491031,119185,119155,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2491031&occurrence_status=present","manual",42269,3106,2732.6,37.45,0.110000000000014
"AVIBASE-87878948","Artemisiospiza belli","Artemisiospiza belli","9/24/2022",6100797,44815,44770,NA,"code",41097,3175.8,2585.2,44.4300000000001,-14.63
"AVIBASE-55572EBE","Artemisiospiza nevadensis","Artemisiospiza nevadensis","9/24/2022",8276794,38178,38173,NA,"code",37096,3181,2547.2,44.95,-18.43
"AVIBASE-B9EE9676","Athene cunicularia","Athene cunicularia","9/26/2022",2497240,237377,237289,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2497240&occurrence_status=present","manual",84251,3169.8,2546.6,43.83,-18.49
"AVIBASE-A5EFA84D","Auriparus flaviceps","Auriparus flaviceps","9/26/2022",2487397,639247,639197,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487397&occurrence_status=present","manual",275872,3181,2646.4,44.95,-8.50999999999999
"AVIBASE-50566E50","Aythya affinis","Aythya affinis","9/26/2022",2498257,1690702,1690625,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498257&occurrence_status=present","manual",599895,3175.8,2388.8,44.4300000000001,-34.27
"AVIBASE-3072CC16","Aythya americana","Aythya americana","9/26/2022",2498263,1082867,1082806,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498263&occurrence_status=present","manual",406558,3174.8,2430.6,44.33,-30.09
"AVIBASE-0783A7EA","Aythya collaris","Aythya collaris","9/26/2022",2498264,2258651,2258599,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498264&occurrence_status=present","manual",1062474,3179.2,2422.4,44.77,-30.91
"AVIBASE-25C94A8F","Aythya marila","Aythya marila","9/26/2022",2498265,1040894,1038419,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498265&occurrence_status=present","manual",153183,3170.2,2369.2,43.87,-36.23
"AVIBASE-1929E1E1","Aythya valisineria","Aythya valisineria","9/26/2022",2498256,701716,701632,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498256&occurrence_status=present","manual",365963,3171.2,2403.4,43.97,-32.81
"AVIBASE-66698D9B","Baeolophus atricristatus","Baeolophus atricristatus","9/26/2022",2487919,398638,398637,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487919&occurrence_status=present","manual",358827,3109.2,2686,37.77,-4.54999999999995
"AVIBASE-B488AB70","Baeolophus bicolor","Baeolophus bicolor","9/26/2022",2487887,8164703,8164668,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487887&occurrence_status=present","manual",4038416,3100.4,2551.6,36.89,-17.99
"AVIBASE-715D4DDE","Baeolophus inornatus","Baeolophus inornatus","9/26/2022",2487905,682882,682852,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487905&occurrence_status=present","manual",628058,3144.2,2593.4,41.27,-13.8099999999999
"AVIBASE-E366AB90","Baeolophus ridgwayi","Baeolophus ridgwayi","9/24/2022",2487898,90574,90520,NA,"code",89416,3165.4,2522.4,43.39,-20.91
"AVIBASE-4CB87DBB","Baeolophus wollweberi","Baeolophus wollweberi","9/26/2022",2487892,163591,163556,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487892&occurrence_status=present","manual",11436,3136.4,2653.4,40.49,-7.80999999999995
"AVIBASE-BF1DA86E","Bartramia longicauda","Bartramia longicauda","9/26/2022",2481705,145801,145776,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481705&occurrence_status=present","manual",58654,3132.4,2413.2,40.09,-31.83
"AVIBASE-9437D635","Bombycilla cedrorum","Bombycilla cedrorum","9/26/2022",2484609,4612935,4612739,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484609&occurrence_status=present","manual",1970812,3181.8,2434.4,45.03,-29.71
"AVIBASE-AEF821EC","Bombycilla garrulus","Bombycilla garrulus","9/26/2022",2484605,874086,869981,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484605&occurrence_status=present","manual",277528,3130.6,2354.2,39.91,-37.73
"AVIBASE-6D2B5CDA","Bonasa umbellus","Bonasa umbellus","9/26/2022",2473702,469607,469485,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2473702&occurrence_status=present","manual",285349,3078.4,2427.2,34.6900000000001,-30.43
"AVIBASE-13E9F9B4","Botaurus lentiginosus","Botaurus lentiginosus","9/26/2022",2480911,337736,337703,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480911&occurrence_status=present","manual",82894,3166.6,2431.8,43.51,-29.97
"AVIBASE-31557374","Brachyramphus marmoratus","Brachyramphus marmoratus","9/26/2022",5229281,106044,106012,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5229281&occurrence_status=present","manual",31501,3008,2587.6,27.65,-14.39
"AVIBASE-B59E1863","Branta canadensis","Branta canadensis","9/26/2022",5232437,14722574,14713871,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5232437&occurrence_status=present","manual",5810572,3182.4,2346.8,45.09,-38.47
"AVIBASE-15F7CE4C","Bubo virginianus","Bubo virginianus","9/26/2022",5959118,1066555,1066398,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5959118&occurrence_status=present","manual",441756,3174.8,2422.6,44.33,-30.89
"AVIBASE-6CCDAC53","Bubulcus ibis","Bubulcus ibis","9/26/2022",2480830,2936877,2931084,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480830&occurrence_status=present","manual",1267568,3199,2450.6,46.75,-28.09
"AVIBASE-FB738385","Bucephala albeola","Bucephala albeola","9/26/2022",2498329,3433307,3433271,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498329&occurrence_status=present","manual",2227040,3182,2406.8,45.05,-32.47
"AVIBASE-68EA281A","Bucephala clangula","Bucephala clangula","9/26/2022",2498326,4120759,4114155,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498326&occurrence_status=present","manual",2611082,3167.8,2360,43.6300000000001,-37.15
"AVIBASE-9456DEDF","Bucephala islandica","Bucephala islandica","9/26/2022",2498325,294588,291972,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498325&occurrence_status=present","manual",46790,3162,2425.4,43.05,-30.61
"AVIBASE-536A5157","Buteo jamaicensis","Buteo jamaicensis","9/26/2022",2480542,8309720,8308292,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480542&occurrence_status=present","manual",4186342,3183,2403.2,45.15,-32.83
"AVIBASE-90B13ACF","Buteo lagopus","Buteo lagopus","9/26/2022",2480524,990130,987204,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480524&occurrence_status=present","manual",514971,3164.6,2346,43.31,-38.55
"AVIBASE-EA4D6C0B","Buteo lineatus","Buteo lineatus","9/26/2022",2480529,3039780,3039017,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480529&occurrence_status=present","manual",1465654,3178.2,2518.4,44.67,-21.31
"AVIBASE-943AA4FB","Buteo plagiatus","Buteo plagiatus","9/26/2022",7853540,209294,209294,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7853540&occurrence_status=present","manual",51841,3144.6,2684.4,41.31,-4.70999999999998
"AVIBASE-79F3C681","Buteo platypterus","Buteo platypterus","9/26/2022",2480538,779526,778494,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480538&occurrence_status=present","manual",313939,3174.6,2479.4,44.31,-25.21
"AVIBASE-BA9191BC","Buteo regalis","Buteo regalis","9/26/2022",2480566,152761,152741,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480566&occurrence_status=present","manual",78187,3166.6,2527.8,43.51,-20.3699999999999
"AVIBASE-DE473F42","Buteo swainsoni","Buteo swainsoni","9/26/2022",2480562,539525,539490,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480562&occurrence_status=present","manual",277856,3166.6,2426.8,43.51,-30.47
"AVIBASE-9973F7CE","Butorides virescens","Butorides virescens","9/26/2022",9539567,2136010,2135336,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9539567&occurrence_status=present","manual",1125021,3178.6,2531,44.71,-20.05
"AVIBASE-938C5572","Calamospiza melanocorys","Calamospiza melanocorys","9/26/2022",2491893,112081,112050,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2491893&occurrence_status=present","manual",7089,3161.4,2540.6,42.99,-19.09
"AVIBASE-3534E4CE","Calcarius lapponicus","Calcarius lapponicus","9/26/2022",2491678,325641,322987,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2491678&occurrence_status=present","manual",225220,3174,2327.6,44.25,-40.39
"AVIBASE-B64C1B1D","Calcarius ornatus","Calcarius ornatus","9/24/2022",2491677,41660,41639,NA,"code",39520,3170.6,2460,43.91,-27.15
"AVIBASE-D307C9A0","Calcarius pictus","Calcarius pictus","9/24/2022",2491684,13114,13105,NA,"code",11327,3162.2,2386.4,43.07,-34.51
"AVIBASE-15369E8E","Calidris alpina","Calidris alpina","9/26/2022",2481759,2220890,2216789,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481759&occurrence_status=present","manual",626642,3197.4,2366.2,46.59,-36.53
"AVIBASE-A47B0BD4","Calidris minutilla","Calidris minutilla","9/26/2022",2481745,1883096,1882392,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481745&occurrence_status=present","manual",48989,3170.2,2371.6,43.87,-35.99
"AVIBASE-F93AC929","Callipepla californica","Callipepla californica","9/26/2022",5228080,960895,958224,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5228080&occurrence_status=present","manual",372474,3164.2,2560.6,43.27,-17.09
"AVIBASE-C1ED9F86","Callipepla gambelii","Callipepla gambelii","9/26/2022",5228072,429883,429819,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5228072&occurrence_status=present","manual",417772,3183,2542.2,45.15,-18.93
"AVIBASE-C46EEE59","Callipepla squamata","Callipepla squamata","9/24/2022",5228075,76710,76694,NA,"code",74417,3121,2586.4,38.95,-14.51
"AVIBASE-42393721","Calypte anna","Calypte anna","9/26/2022",2476674,2967677,2967592,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2476674&occurrence_status=present","manual",1665786,3181.4,2515.8,44.99,-21.57
"AVIBASE-145F1116","Calypte costae","Calypte costae","9/26/2022",2476675,196316,196275,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2476675&occurrence_status=present","manual",67431,3179.6,2585.8,44.81,-14.5699999999999
"AVIBASE-FD5DACEE","Camptostoma imberbe","Camptostoma imberbe","9/24/2022",2483507,76108,76101,NA,"code",71616,3140.4,2698,40.89,-3.34999999999997
"AVIBASE-891F222F","Campylorhynchus brunneicapillus","Campylorhynchus brunneicapillus","9/26/2022",5231474,361260,361195,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231474&occurrence_status=present","manual",321488,3162,2628.6,43.05,-10.29
"AVIBASE-ABF6C3C4","Caracara cheriway","Caracara cheriway","9/24/2022",2480985,4581,4532,NA,"code",2859,3115.4,2674.8,38.39,-5.66999999999996
"AVIBASE-F2D675AF","Cardellina canadensis","Cardellina canadensis","9/26/2022",6091946,385440,385402,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6091946&occurrence_status=present","manual",221666,3141.8,2458.2,41.03,-27.33
"AVIBASE-1F09CCCC","Cardellina pusilla","Cardellina pusilla","9/26/2022",7341606,1471122,1470882,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7341606&occurrence_status=present","manual",820273,3181.8,2400.8,45.03,-33.07
"AVIBASE-B18D3F08","Cardellina rubrifrons","Cardellina rubrifrons","9/24/2022",2489634,35930,35895,NA,"code",34708,3121.2,2603.2,38.97,-12.83
"AVIBASE-4E74AE22","Cardinalis cardinalis","Cardinalis cardinalis","9/26/2022",2490384,16708053,16707903,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490384&occurrence_status=present","manual",7718157,3161,2483.6,42.95,-24.79
"AVIBASE-DE21A6BE","Cardinalis sinuatus","Cardinalis sinuatus","9/26/2022",2490405,217324,217303,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490405&occurrence_status=present","manual",104337,3157.6,2617.6,42.61,-11.39
"AVIBASE-0B397CB0","Carduelis flammea","Carduelis flammea","9/26/2022",2494622,528889,524889,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2494622&occurrence_status=present","manual",382000,3078.2,2434.2,34.67,-29.73
"AVIBASE-C9ABA616","Carduelis tristis","Carduelis tristis","9/26/2022",2494653,287437,287405,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2494653&occurrence_status=present","manual",279934,3155.8,2508.8,42.4300000000001,-22.27
"AVIBASE-36B3872D","Cathartes aura","Cathartes aura","9/26/2022",2481930,10992390,10988724,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481930&occurrence_status=present","manual",5255379,3183,2434.6,45.15,-29.69
"AVIBASE-0B8F4EE6","Catharus fuscescens","Catharus fuscescens","9/26/2022",2490804,930848,930794,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490804&occurrence_status=present","manual",442001,3099.2,2475.2,36.77,-25.63
"AVIBASE-B01E8BD4","Catharus guttatus","Catharus guttatus","9/26/2022",2490810,2196317,2196023,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490810&occurrence_status=present","manual",1071639,3182,2399.6,45.05,-33.19
"AVIBASE-B904BB22","Catharus minimus","Catharus minimus","9/26/2022",2490826,201692,201645,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490826&occurrence_status=present","manual",168630,3100.8,2381.6,36.9300000000001,-34.99
"AVIBASE-B066CD21","Catharus ustulatus","Catharus ustulatus","9/26/2022",2490821,1576102,1575778,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490821&occurrence_status=present","manual",575076,3170.2,2405.4,43.87,-32.61
"AVIBASE-EAD14427","Catherpes mexicanus","Catherpes mexicanus","9/26/2022",5231430,292491,292469,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231430&occurrence_status=present","manual",106433,3166.2,2540.2,43.47,-19.13
"AVIBASE-B7E467E2","Centrocercus urophasianus","Centrocercus urophasianus","9/24/2022",5959240,14433,14387,NA,"code",13477,3081.6,2533.4,35.01,-19.81
"AVIBASE-67EFC061","Centronyx bairdii","Centronyx bairdii","9/24/2022",10783710,12709,12709,NA,"code",12587,3120,2503.2,38.85,-22.83
"AVIBASE-2F5DF476","Cepphus columba","Cepphus columba","9/26/2022",9315520,270129,270096,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9315520&occurrence_status=present","manual",75571,3029.8,2454,29.83,-27.75
"AVIBASE-BAC33609","Certhia americana","Certhia americana","9/26/2022",9581157,1866706,1866250,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9581157&occurrence_status=present","manual",945149,3170.2,2441.6,43.87,-28.99
"AVIBASE-C3AD1AFF","Chaetura pelagica","Chaetura pelagica","9/27/2022",4409023,2519356,2519334,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=4409023&occurrence_status=present","manual",1237889,3145.8,2492.4,41.4300000000001,-23.91
"AVIBASE-0EB30FB8","Chaetura vauxi","Chaetura vauxi","9/27/2022",5228612,280771,280748,"https://www.gbif.org/occurrence/download/0025283-220831081235567","manual",139889,3170.2,2544.8,43.87,-18.67
