Avibase.ID,spname,Species,gbif_dwnld_date,gbif_TaxonKey,maxrecords_in_gbif,maxrecords_PRESENT_only,comments,gbif_dwnld_type
AVIBASE-A2BB98A9,Acanthis flammea,Acanthis flammea,9/25/2022,5231630,2415126,2408835, https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231630&occurrence_status=present,manual
AVIBASE-EB98812F,Accipiter cooperii,Accipiter cooperii,9/25/2022,2480621,2833604,2831802,https://www.gbif.org/occurrence/download/0023184-220831081235567,manual
AVIBASE-420850D6,Accipiter gentilis,Accipiter gentilis,9/25/2022,2480589,748049,744860,https://www.gbif.org/occurrence/download/0023187-220831081235567,manual
AVIBASE-3B024163,Accipiter striatus,Accipiter striatus,9/25/2022,9740253,1402617,1400201,https://www.gbif.org/occurrence/download/0023189-220831081235567,manual
AVIBASE-B675E006,Acrocephalus palustris,Acrocephalus palustris,9/25/2022,2493136,441652,438794,https://www.gbif.org/occurrence/download/0023192-220831081235567,manual
AVIBASE-0D88C072,Actitis macularius,Actitis macularius,9/25/2022,2481798,2409918,2409175,https://www.gbif.org/occurrence/download/0023194-220831081235567,manual
AVIBASE-D05FFEF7,Aechmophorus clarkii,Aechmophorus clarkii,9/25/2022,2482032,220778,220768,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482032&occurrence_status=present,manual
AVIBASE-C6E1197B,Aechmophorus occidentalis,Aechmophorus occidentalis,9/25/2022,2482033,755408,755382,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482033&occurrence_status=present,manual
AVIBASE-B401C2DD,Aeronautes saxatalis,Aeronautes saxatalis,9/25/2022,2477108,300833,300814,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2477108&occurrence_status=present,manual
AVIBASE-C86D078E,Agelaius phoeniceus,Agelaius phoeniceus,9/25/2022,9409198,13256991,13256690,https://www.gbif.org/occurrence/download/0023209-220831081235567,manual
AVIBASE-80285D5C,Agelaius tricolor,Agelaius tricolor,9/24/2022,2484445,66231,66227,NA,code
AVIBASE-7784B060,Aimophila ruficeps,Aimophila ruficeps,9/25/2022,2491961,189954,189931,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2491961&occurrence_status=present,manual
AVIBASE-27B2749A,Aix sponsa,Aix sponsa,9/25/2022,2498387,3271036,3268356,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498387&occurrence_status=present,manual
AVIBASE-64F4DD81,Alca torda,Alca torda,9/25/2022,8277073,441713,437693,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=8277073&occurrence_status=present,manual
AVIBASE-87CBEBF7,Alectoris chukar,Alectoris chukar,9/24/2022,2474029,91256,87213,NA,code
AVIBASE-CDA2F827,Ammodramus henslowii,Ammodramus henslowii,9/24/2022,2491119,1695,1693,NA,code
AVIBASE-5BFFE091,Ammodramus savannarum,Ammodramus savannarum,9/25/2022,2491123,345077,345015,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2491123&occurrence_status=present,manual
AVIBASE-B656B15D,Ammospiza leconteii,Ammospiza leconteii,9/24/2022,2491081,61708,61708,NA,code
AVIBASE-0F81304F,Ammospiza maritima,Ammospiza maritima,9/24/2022,2491116,90177,90172,NA,code
AVIBASE-727D994F,Ammospiza nelsoni,Ammospiza nelsoni,9/24/2022,10999791,72738,72729,NA,code
AVIBASE-A0F29F1E,Amphispiza bilineata,Amphispiza bilineata,9/25/2022,2491757,304087,303937,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2491757&occurrence_status=present,manual
AVIBASE-56CCA717,Anas acuta,Anas acuta,9/25/2022,2498112,2418018,2415106,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498112&occurrence_status=present,manual
AVIBASE-BC6C3CCE,Anas crecca,Anas crecca,9/25/2022,8214667,4900429,4895619,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=8214667&occurrence_status=present,manual
AVIBASE-697B933E,Anas fulvigula,Anas fulvigula,9/25/2022,2498080,410842,410842,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498080&occurrence_status=present,manual
AVIBASE-85625D75,Anas platyrhynchos,Anas platyrhynchos,9/25/2022,9761484,18438327,18423910,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9761484&occurrence_status=present,manual
AVIBASE-85625D75,Anas platyrhynchos diazi,Anas platyrhynchos,9/25/2022,9761484,18438327,18423910,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9761484&occurrence_status=present,manual
AVIBASE-C732CB10,Anas rubripes,Anas rubripes,9/25/2022,9581438,1894630,1894589,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9581438&occurrence_status=present,manual
AVIBASE-FBDAE86A,Anhinga anhinga,Anhinga anhinga,9/25/2022,2482082,955040,954983,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482082&occurrence_status=present,manual
AVIBASE-466E9077,Anser albifrons,Anser albifrons,9/25/2022,2498017,1101338,1098561,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498017&occurrence_status=present,manual
AVIBASE-14873249,Anthus pratensis,Anthus pratensis,9/25/2022,2490266,2055392,2048612,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490266&occurrence_status=present,manual
AVIBASE-BF380B5D,Anthus spragueii,Anthus spragueii,9/24/2022,2490268,28901,28895,NA,code
AVIBASE-365F5E97,Anthus trivialis,Anthus trivialis,9/25/2022,2490246,1114402,1112141,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490246&occurrence_status=present,manual
AVIBASE-E196D6F9,Antigone canadensis,Antigone canadensis,9/25/2022,9036008,1481312,1481256,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9036008&occurrence_status=present,manual
AVIBASE-8D3E8871,Antrostomus carolinensis,Antrostomus carolinensis,9/24/2022,6101173,98951,98935,NA,code
AVIBASE-1A09655B,Antrostomus vociferus,Antrostomus vociferus,9/25/2022,6101178,116059,116052,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6101178&occurrence_status=present,manual
AVIBASE-151C2B3F,Aphelocoma californica,Aphelocoma californica,9/25/2022,2482414,1905185,1905129,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482414&occurrence_status=present,manual
AVIBASE-EC9E9745,Aphelocoma californica / woodhouseii,Aphelocoma woodhouseii,9/25/2022,5844900,395881,395820,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5844900&occurrence_status=present,manual
AVIBASE-D78D24B9,Aphelocoma coerulescens,Aphelocoma coerulescens,9/24/2022,2482400,35124,35118,NA,code
AVIBASE-56B8CE7A,Aphelocoma wollweberi,Aphelocoma wollweberi,9/25/2022,9441907,156649,156647,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9441907&occurrence_status=present,manual
AVIBASE-EC9E9745,Aphelocoma woodhouseii,Aphelocoma woodhouseii,9/25/2022,5844900,395881,395820,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5844900&occurrence_status=present,manual
AVIBASE-5F8E7CA8,Aquila chrysaetos,Aquila chrysaetos,9/25/2022,2480506,553352,546789,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480506&occurrence_status=present,manual
AVIBASE-4BB4F257,Archilochus alexandri,Archilochus alexandri,9/25/2022,5228513,675671,675636,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5228513&occurrence_status=present,manual
AVIBASE-DEC3D8D0,Archilochus colubris,Archilochus colubris,9/25/2022,5228514,2910944,2910886,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5228514&occurrence_status=present,manual
AVIBASE-49D9148A,Ardea alba,Ardea alba,9/25/2022,9752617,7733878,7726754,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9752617&occurrence_status=present,manual
AVIBASE-93694BB5,Ardea herodias,Ardea herodias,9/25/2022,9630752,9144347,9143709,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9630752&occurrence_status=present,manual
AVIBASE-EF18C1EC,Arremonops rufivirgatus,Arremonops rufivirgatus,9/25/2022,2491031,119185,119155,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2491031&occurrence_status=present,manual
AVIBASE-87878948,Artemisiospiza belli,Artemisiospiza belli,9/24/2022,6100797,44815,44770,NA,code
AVIBASE-55572EBE,Artemisiospiza nevadensis,Artemisiospiza nevadensis,9/24/2022,8276794,38178,38173,NA,code
AVIBASE-87878948,Artemisiospiza nevadensis / belli,Artemisiospiza belli,9/24/2022,6100797,44815,44770,NA,code
AVIBASE-B9EE9676,Athene cunicularia,Athene cunicularia,9/26/2022,2497240,237377,237289,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2497240&occurrence_status=present,manual
AVIBASE-A5EFA84D,Auriparus flaviceps,Auriparus flaviceps,9/26/2022,2487397,639247,639197,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487397&occurrence_status=present,manual
AVIBASE-50566E50,Aythya affinis,Aythya affinis,9/26/2022,2498257,1690702,1690625,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498257&occurrence_status=present,manual
AVIBASE-3072CC16,Aythya americana,Aythya americana,9/26/2022,2498263,1082867,1082806,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498263&occurrence_status=present,manual
AVIBASE-0783A7EA,Aythya collaris,Aythya collaris,9/26/2022,2498264,2258651,2258599,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498264&occurrence_status=present,manual
AVIBASE-25C94A8F,Aythya marila,Aythya marila,9/26/2022,2498265,1040894,1038419,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498265&occurrence_status=present,manual
AVIBASE-1929E1E1,Aythya valisineria,Aythya valisineria,9/26/2022,2498256,701716,701632,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498256&occurrence_status=present,manual
AVIBASE-66698D9B,Baeolophus atricristatus,Baeolophus atricristatus,9/26/2022,2487919,398638,398637,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487919&occurrence_status=present,manual
AVIBASE-B488AB70,Baeolophus bicolor,Baeolophus bicolor,9/26/2022,2487887,8164703,8164668,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487887&occurrence_status=present,manual
AVIBASE-B488AB70,Baeolophus bicolor / atricristatus,Baeolophus bicolor,9/26/2022,2487887,8164703,8164668,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487887&occurrence_status=present,manual
AVIBASE-715D4DDE,Baeolophus inornatus,Baeolophus inornatus,9/26/2022,2487905,682882,682852,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487905&occurrence_status=present,manual
AVIBASE-E366AB90,Baeolophus ridgwayi,Baeolophus ridgwayi,9/24/2022,2487898,90574,90520,NA,code
AVIBASE-4CB87DBB,Baeolophus wollweberi,Baeolophus wollweberi,9/26/2022,2487892,163591,163556,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487892&occurrence_status=present,manual
AVIBASE-BF1DA86E,Bartramia longicauda,Bartramia longicauda,9/26/2022,2481705,145801,145776,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481705&occurrence_status=present,manual
AVIBASE-9437D635,Bombycilla cedrorum,Bombycilla cedrorum,9/26/2022,2484609,4612935,4612739,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484609&occurrence_status=present,manual
AVIBASE-AEF821EC,Bombycilla garrulus,Bombycilla garrulus,9/26/2022,2484605,874086,869981,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484605&occurrence_status=present,manual
AVIBASE-6D2B5CDA,Bonasa umbellus,Bonasa umbellus,9/26/2022,2473702,469607,469485,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2473702&occurrence_status=present,manual
AVIBASE-13E9F9B4,Botaurus lentiginosus,Botaurus lentiginosus,9/26/2022,2480911,337736,337703,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480911&occurrence_status=present,manual
AVIBASE-31557374,Brachyramphus marmoratus,Brachyramphus marmoratus,9/26/2022,5229281,106044,106012,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5229281&occurrence_status=present,manual
AVIBASE-B59E1863,Branta canadensis,Branta canadensis,9/26/2022,5232437,14722574,14713871,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5232437&occurrence_status=present,manual
AVIBASE-15F7CE4C,Bubo virginianus,Bubo virginianus,9/26/2022,5959118,1066555,1066398,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5959118&occurrence_status=present,manual
AVIBASE-6CCDAC53,Bubulcus ibis,Bubulcus ibis,9/26/2022,2480830,2936877,2931084,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480830&occurrence_status=present,manual
AVIBASE-FB738385,Bucephala albeola,Bucephala albeola,9/26/2022,2498329,3433307,3433271,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498329&occurrence_status=present,manual
AVIBASE-68EA281A,Bucephala clangula,Bucephala clangula,9/26/2022,2498326,4120759,4114155,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498326&occurrence_status=present,manual
AVIBASE-9456DEDF,Bucephala islandica,Bucephala islandica,9/26/2022,2498325,294588,291972,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498325&occurrence_status=present,manual
AVIBASE-536A5157,Buteo jamaicensis,Buteo jamaicensis,9/26/2022,2480542,8309720,8308292,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480542&occurrence_status=present,manual
AVIBASE-90B13ACF,Buteo lagopus,Buteo lagopus,9/26/2022,2480524,990130,987204,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480524&occurrence_status=present,manual
AVIBASE-EA4D6C0B,Buteo lineatus,Buteo lineatus,9/26/2022,2480529,3039780,3039017,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480529&occurrence_status=present,manual
AVIBASE-943AA4FB,Buteo plagiatus,Buteo plagiatus,9/26/2022,7853540,209294,209294,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7853540&occurrence_status=present,manual
AVIBASE-79F3C681,Buteo platypterus,Buteo platypterus,9/26/2022,2480538,779526,778494,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480538&occurrence_status=present,manual
AVIBASE-BA9191BC,Buteo regalis,Buteo regalis,9/26/2022,2480566,152761,152741,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480566&occurrence_status=present,manual
AVIBASE-DE473F42,Buteo swainsoni,Buteo swainsoni,9/26/2022,2480562,539525,539490,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480562&occurrence_status=present,manual
AVIBASE-9973F7CE,Butorides virescens,Butorides virescens,9/26/2022,9539567,2136010,2135336,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9539567&occurrence_status=present,manual
AVIBASE-938C5572,Calamospiza melanocorys,Calamospiza melanocorys,9/26/2022,2491893,112081,112050,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2491893&occurrence_status=present,manual
AVIBASE-3534E4CE,Calcarius lapponicus,Calcarius lapponicus,9/26/2022,2491678,325641,322987,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2491678&occurrence_status=present,manual
AVIBASE-B64C1B1D,Calcarius ornatus,Calcarius ornatus,9/24/2022,2491677,41660,41639,NA,code
AVIBASE-D307C9A0,Calcarius pictus,Calcarius pictus,9/24/2022,2491684,13114,13105,NA,code
AVIBASE-15369E8E,Calidris alpina,Calidris alpina,9/26/2022,2481759,2220890,2216789,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481759&occurrence_status=present,manual
AVIBASE-A47B0BD4,Calidris minutilla,Calidris minutilla,9/26/2022,2481745,1883096,1882392,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481745&occurrence_status=present,manual
AVIBASE-F93AC929,Callipepla californica,Callipepla californica,9/26/2022,5228080,960895,958224,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5228080&occurrence_status=present,manual
AVIBASE-C1ED9F86,Callipepla gambelii,Callipepla gambelii,9/26/2022,5228072,429883,429819,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5228072&occurrence_status=present,manual
AVIBASE-C46EEE59,Callipepla squamata,Callipepla squamata,9/24/2022,5228075,76710,76694,NA,code
AVIBASE-42393721,Calypte anna,Calypte anna,9/26/2022,2476674,2967677,2967592,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2476674&occurrence_status=present,manual
AVIBASE-145F1116,Calypte costae,Calypte costae,9/26/2022,2476675,196316,196275,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2476675&occurrence_status=present,manual
AVIBASE-FD5DACEE,Camptostoma imberbe,Camptostoma imberbe,9/24/2022,2483507,76108,76101,NA,code
AVIBASE-891F222F,Campylorhynchus brunneicapillus,Campylorhynchus brunneicapillus,9/26/2022,5231474,361260,361195,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231474&occurrence_status=present,manual
AVIBASE-ABF6C3C4,Caracara cheriway,Caracara cheriway,9/24/2022,2480985,4581,4532,NA,code
AVIBASE-F2D675AF,Cardellina canadensis,Cardellina canadensis,9/26/2022,6091946,385440,385402,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6091946&occurrence_status=present,manual
AVIBASE-1F09CCCC,Cardellina pusilla,Cardellina pusilla,9/26/2022,7341606,1471122,1470882,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7341606&occurrence_status=present,manual
AVIBASE-B18D3F08,Cardellina rubrifrons,Cardellina rubrifrons,9/24/2022,2489634,35930,35895,NA,code
AVIBASE-4E74AE22,Cardinalis cardinalis,Cardinalis cardinalis,9/26/2022,2490384,16708053,16707903,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490384&occurrence_status=present,manual
AVIBASE-DE21A6BE,Cardinalis sinuatus,Cardinalis sinuatus,9/26/2022,2490405,217324,217303,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490405&occurrence_status=present,manual
AVIBASE-0B397CB0,Carduelis flammea,Carduelis flammea,9/26/2022,2494622,528889,524889,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2494622&occurrence_status=present,manual
AVIBASE-0B397CB0,Carduelis flammea / hornemanni,Carduelis hornemanni,10/15/2022,2494732,24164,21480,NA,code
AVIBASE-C9ABA616,Carduelis tristis,Carduelis tristis,9/26/2022,2494653,287437,287405,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2494653&occurrence_status=present,manual
AVIBASE-36B3872D,Cathartes aura,Cathartes aura,9/26/2022,2481930,10992390,10988724,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481930&occurrence_status=present,manual
AVIBASE-0B8F4EE6,Catharus fuscescens,Catharus fuscescens,9/26/2022,2490804,930848,930794,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490804&occurrence_status=present,manual
AVIBASE-B01E8BD4,Catharus guttatus,Catharus guttatus,9/26/2022,2490810,2196317,2196023,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490810&occurrence_status=present,manual
AVIBASE-B904BB22,Catharus minimus,Catharus minimus,9/26/2022,2490826,201692,201645,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490826&occurrence_status=present,manual
AVIBASE-B066CD21,Catharus ustulatus,Catharus ustulatus,9/26/2022,2490821,1576102,1575778,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490821&occurrence_status=present,manual
AVIBASE-EAD14427,Catherpes mexicanus,Catherpes mexicanus,9/26/2022,5231430,292491,292469,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231430&occurrence_status=present,manual
AVIBASE-B7E467E2,Centrocercus urophasianus,Centrocercus urophasianus,9/24/2022,5959240,14433,14387,NA,code
AVIBASE-67EFC061,Centronyx bairdii,Centronyx bairdii,9/24/2022,10783710,12709,12709,NA,code
AVIBASE-CDA2F827,Centronyx henslowii,Centronyx henslowii,10/15/2022,10850807,75088,75085,NA,code
AVIBASE-2F5DF476,Cepphus columba,Cepphus columba,9/26/2022,9315520,270129,270096,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9315520&occurrence_status=present,manual
AVIBASE-BAC33609,Certhia americana,Certhia americana,9/26/2022,9581157,1866706,1866250,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9581157&occurrence_status=present,manual
AVIBASE-C3AD1AFF,Chaetura pelagica,Chaetura pelagica,9/27/2022,4409023,2519356,2519334,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=4409023&occurrence_status=present,manual
AVIBASE-0EB30FB8,Chaetura vauxi,Chaetura vauxi,9/27/2022,5228612,280771,280748,https://www.gbif.org/occurrence/download/0025283-220831081235567,manual
AVIBASE-989B57D8,Chamaea fasciata,Chamaea fasciata,9/27/2022,2493558,506313,506283,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2493558&occurrence_status=present,manual
AVIBASE-1FFFEF4E,Charadrius montanus,Charadrius montanus,9/24/2022,2480292,17337,17325,NA,code
AVIBASE-20BE9DF1,Charadrius morinellus,Charadrius morinellus,9/24/2022,2480281,59401,56691,NA,code
AVIBASE-BCF9A19A,Charadrius vociferus,Charadrius vociferus,9/27/2022,2480320,6392564,6391957,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480320&occurrence_status=present,manual
AVIBASE-43CAAEE3,Chlidonias leucopteru,Chlidonias leucopterus,8/2/2023,2481120,117072,117072,NA,manual
AVIBASE-115AF02D,Chlidonias niger,Chlidonias niger,9/27/2022,2481119,522221,517236,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481119&occurrence_status=present,manual
AVIBASE-78509A5D,Chondestes grammacus,Chondestes grammacus,9/27/2022,2491651,691075,691014,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2491651&occurrence_status=present,manual
AVIBASE-9690689D,Chordeiles acutipennis,Chordeiles acutipennis,9/27/2022,2497052,102396,102355,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2497052&occurrence_status=present,manual
AVIBASE-24E39ACD,Chordeiles minor,Chordeiles minor,9/27/2022,2497035,654472,654359,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2497035&occurrence_status=present,manual
AVIBASE-A5EC8BF5,Cinclus mexicanus,Cinclus mexicanus,9/27/2022,9606873,158490,158467,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9606873&occurrence_status=present,manual
AVIBASE-F558C7F9,Circus cyaneus,Circus cyaneus,9/27/2022,2480487,3452590,3448507,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480487&occurrence_status=present,manual
AVIBASE-A091D50A,Circus hudsonius,Circus hudsonius,9/27/2022,6101217,2635739,2635711,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6101217&occurrence_status=present,manual
AVIBASE-787E0536,Cistothorus palustris,Cistothorus palustris,9/27/2022,2493863,1375445,1375394,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2493863&occurrence_status=present,manual
AVIBASE-CB4C1514,Cistothorus platensis,Cistothorus platensis,9/27/2022,2493890,262627,262602,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2493890&occurrence_status=present,manual
AVIBASE-AF0C7BDE,Clangula hyemalis,Clangula hyemalis,9/27/2022,2498273,1067601,1064987,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498273&occurrence_status=present,manual
AVIBASE-C6B5497C,Coccothraustes vespertinus,Coccothraustes vespertinus,9/27/2022,2494321,556416,556398,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2494321&occurrence_status=present,manual
AVIBASE-0CF12F81,Coccyzus americanus,Coccyzus americanus,9/27/2022,2496287,919155,919015,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2496287&occurrence_status=present,manual
AVIBASE-41E9F54B,Coccyzus erythropthalmus,Coccyzus erythropthalmus,9/27/2022,2496286,189153,189132,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2496286,manual
AVIBASE-75600969,Colaptes auratus,Colaptes auratus,9/27/2022,2478259,9409776,9409533,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2478259&occurrence_status=present,manual
AVIBASE-75600969,Colaptes auratus auratus,Colaptes auratus,9/27/2022,2478259,9409776,9409533,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2478259&occurrence_status=present,manual
AVIBASE-6CC34F06,Colaptes auratus cafer,Colaptes cafer,9/24/2022,8738161,723,723,NA,code
AVIBASE-28E5D551,Colaptes chrysoides,Colaptes chrysoides,9/24/2022,2478248,58854,58846,NA,code
AVIBASE-91CCBC71,Colinus virginianus,Colinus virginianus,9/27/2022,9791464,355055,352418,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9791464&occurrence_status=present,manual
